,balance,clientId,transactionDate,amount,__v,type_,Account Holder ID,Approval Date, tx_recency   
1270,13743618,414900500,14/10/2016 15:40:19,1000000,0,debit,414900500,31/10/2016 12:38:22, 16 
1271,13741618,414900500,14/10/2016 15:40:20,2000,0,debit,414900500,31/10/2016 12:38:22, 16 
1272,12241518,414900500,14/10/2016 21:48:35,1500000,0,debit,414900500,31/10/2016 12:38:22, 16 
1273,12241518,414900500,14/10/2016 21:48:40,2000,0,debit,414900500,31/10/2016 12:38:22, 16 
1274,11737418,414900500,15/10/2016 10:52:54,2000,0,debit,414900500,31/10/2016 12:38:22, 16 
1275,11739418,414900500,15/10/2016 10:53:10,500000,0,debit,414900500,31/10/2016 12:38:22, 16 
1276,226533,414900500,15/10/2016 10:59:05,777323,0,debit,414900500,31/10/2016 12:38:22, 16 
1277,12737318,414900500,16/10/2016 06:33:59,1000000,0,credit,414900500,31/10/2016 12:38:22, 15 
1278,2735318,414900500,16/10/2016 08:21:10,2000,0,debit,414900500,31/10/2016 12:38:22, 15 
1279,2737318,414900500,16/10/2016 08:21:50,10000000,0,debit,414900500,31/10/2016 12:38:22, 15 
1280,2705218,414900500,16/10/2016 08:33:07,30000,0,debit,414900500,31/10/2016 12:38:22, 15 
1281,3905218,414900500,17/10/2016 09:34:21,1200000,0,credit,414900500,31/10/2016 12:38:22, 14 
1282,2905218,414900500,17/10/2016 13:31:31,1000000,0,debit,414900500,31/10/2016 12:38:22, 13 
1283,3105218,414900500,17/10/2016 13:36:08,200000,0,credit,414900500,31/10/2016 12:38:22, 13 
1284,2795218,414900500,18/10/2016 05:05:07,310000,0,debit,414900500,31/10/2016 12:38:22, 13 
1285,2793218,414900500,18/10/2016 05:05:15,2000,0,debit,414900500,31/10/2016 12:38:22, 13 
1286,2703118,414900500,18/10/2016 06:55:02,90000,0,debit,414900500,31/10/2016 12:38:22, 13 
1287,2701118,414900500,18/10/2016 06:55:07,2000,0,debit,414900500,31/10/2016 12:38:22, 13 
1288,2201018,414900500,18/10/2016 14:08:42,500000,0,debit,414900500,31/10/2016 12:38:22, 12 
1289,2401018,414900500,19/10/2016 06:52:15,200000,0,credit,414900500,31/10/2016 12:38:22, 12 
1290,3101018,414900500,19/10/2016 07:20:53,700000,0,credit,414900500,31/10/2016 12:38:22, 12 
1291,1901018,414900500,19/10/2016 07:32:18,1200000,0,debit,414900500,31/10/2016 12:38:22, 12 
1292,1841018,414900500,19/10/2016 09:41:19,60000,0,debit,414900500,31/10/2016 12:38:22, 12 
1293,2241018,414900500,19/10/2016 13:58:44,400000,0,credit,414900500,31/10/2016 12:38:22, 11 
1294,2741018,414900500,19/10/2016 14:34:47,500000,0,credit,414900500,31/10/2016 12:38:22, 11 
1295,3011018,414900500,22/10/2016 06:03:09,300000,0,credit,414900500,31/10/2016 12:38:22, 9 
1296,2304518,414900500,22/10/2016 13:10:23,700000,0,debit,414900500,31/10/2016 12:38:22, 8 
1297,2304518,414900500,22/10/2016 13:10:28,6500,0,debit,414900500,31/10/2016 12:38:22, 8 
1298,2202518,414900500,23/10/2016 13:22:59,2000,0,debit,414900500,31/10/2016 12:38:22, 7 
1299,2204518,414900500,23/10/2016 13:23:01,100000,0,debit,414900500,31/10/2016 12:38:22, 7 
1300,1972418,414900500,23/10/2016 18:35:05,230000,0,debit,414900500,31/10/2016 12:38:22, 7 
1301,1672418,414900500,26/10/2016 10:36:19,300000,0,debit,414900500,31/10/2016 12:38:22, 5 
1302,2172418,414900500,27/10/2016 14:18:17,500000,0,credit,414900500,31/10/2016 12:38:22, 3 
1303,1672418,414900500,28/10/2016 01:00:35,500000,0,debit,414900500,31/10/2016 12:38:22, 3 
1304,1642418,414900500,28/10/2016 14:56:38,30000,0,debit,414900500,31/10/2016 12:38:22, 2 
1305,1611218,414900500,29/10/2016 03:03:09,31200,0,debit,414900500,31/10/2016 12:38:22, 2 
1306,1309218,414900500,29/10/2016 23:07:56,2000,0,debit,414900500,31/10/2016 12:38:22, 1 
1307,1311218,414900500,29/10/2016 23:08:02,300000,0,debit,414900500,31/10/2016 12:38:22, 1 
1308,7118,414900500,30/10/2016 07:27:18,2000,0,debit,414900500,31/10/2016 12:38:22, 1 
1309,9118,414900500,30/10/2016 07:27:23,1300000,0,debit,414900500,31/10/2016 12:38:22, 1 
1310,1008,414900500,31/10/2016 09:56:50,1000,0,debit,414900500,31/10/2016 12:38:22, -   
1451,3179293,415297800,26/05/2016 08:10:58,2976859,0,credit,415297800,24/06/2016 21:50:54, 29 
1452,3159293,415297800,26/05/2016 08:55:13,20000,0,debit,415297800,24/06/2016 21:50:54, 29 
1453,1159293,415297800,26/05/2016 19:34:56,2000000,0,debit,415297800,24/06/2016 21:50:54, 29 
1454,1129293,415297800,27/05/2016 09:06:29,30000,0,debit,415297800,24/06/2016 21:50:54, 28 
1455,1118093,415297800,28/05/2016 02:19:50,11200,0,debit,415297800,24/06/2016 21:50:54, 27 
1456,1098093,415297800,28/05/2016 17:03:08,20000,0,debit,415297800,24/06/2016 21:50:54, 27 
1457,1084327,415297800,29/05/2016 14:36:17,656,0,debit,415297800,24/06/2016 21:50:54, 26 
1458,1084327,415297800,29/05/2016 14:36:17,13110,0,debit,415297800,24/06/2016 21:50:54, 26 
1459,884327,415297800,29/05/2016 15:36:13,200000,0,debit,415297800,24/06/2016 21:50:54, 26 
1460,864327,415297800,29/05/2016 19:57:51,20000,0,debit,415297800,24/06/2016 21:50:54, 26 
1461,674327,415297800,30/05/2016 09:59:22,190000,0,debit,415297800,24/06/2016 21:50:54, 25 
1462,654327,415297800,01/06/2016 07:22:57,20000,0,debit,415297800,24/06/2016 21:50:54, 23 
1463,634327,415297800,02/06/2016 09:02:59,20000,0,debit,415297800,24/06/2016 21:50:54, 22 
1464,614327,415297800,02/06/2016 19:03:51,20000,0,debit,415297800,24/06/2016 21:50:54, 22 
1465,594327,415297800,03/06/2016 07:29:37,20000,0,debit,415297800,24/06/2016 21:50:54, 21 
1466,574327,415297800,04/06/2016 09:28:29,20000,0,debit,415297800,24/06/2016 21:50:54, 20 
1467,554327,415297800,06/06/2016 11:33:20,20000,0,debit,415297800,24/06/2016 21:50:54, 18 
1468,524327,415297800,06/06/2016 15:42:16,30000,0,debit,415297800,24/06/2016 21:50:54, 18 
1469,504327,415297800,07/06/2016 07:51:47,20000,0,debit,415297800,24/06/2016 21:50:54, 17 
1470,474327,415297800,08/06/2016 04:43:21,30000,0,debit,415297800,24/06/2016 21:50:54, 16 
1471,434327,415297800,08/06/2016 10:40:30,40000,0,debit,415297800,24/06/2016 21:50:54, 16 
1472,404327,415297800,08/06/2016 16:30:03,30000,0,debit,415297800,24/06/2016 21:50:54, 16 
1473,384327,415297800,09/06/2016 11:39:45,20000,0,debit,415297800,24/06/2016 21:50:54, 15 
1474,354327,415297800,09/06/2016 19:03:52,30000,0,debit,415297800,24/06/2016 21:50:54, 15 
1475,334327,415297800,11/06/2016 18:08:57,20000,0,debit,415297800,24/06/2016 21:50:54, 13 
1476,334327,415297800,11/06/2016 18:09:26,200000,0,debit,415297800,24/06/2016 21:50:54, 13 
1477,334327,415297800,11/06/2016 18:09:26,200000,0,credit,415297800,24/06/2016 21:50:54, 13 
1478,134327,415297800,11/06/2016 21:07:47,200000,0,debit,415297800,24/06/2016 21:50:54, 13 
1479,114327,415297800,12/06/2016 11:03:44,20000,0,debit,415297800,24/06/2016 21:50:54, 12 
1480,104327,415297800,13/06/2016 13:28:38,10000,0,debit,415297800,24/06/2016 21:50:54, 11 
1566,553839,415750696,01/02/2017 18:46:34,500000,0,debit,415750696,16/02/2017 10:05:13, 14 
1567,1803839,415750696,01/02/2017 22:41:39,1250000,0,credit,415750696,16/02/2017 10:05:13, 14 
1568,1802839,415750696,01/02/2017 22:48:45,1000,0,debit,415750696,16/02/2017 10:05:13, 14 
1569,1802789,415750696,01/02/2017 23:28:32,1250000,0,credit,415750696,16/02/2017 10:05:13, 14 
1570,1802789,415750696,01/02/2017 23:31:51,1000,0,debit,415750696,16/02/2017 10:05:13, 14 
1571,1302789,415750696,02/02/2017 14:54:30,500000,0,debit,415750696,16/02/2017 10:05:13, 13 
1572,846289,415750696,03/02/2017 17:47:51,50000,0,debit,415750696,16/02/2017 10:05:13, 12 
1573,796289,415750696,03/02/2017 17:54:11,50000,0,debit,415750696,16/02/2017 10:05:13, 12 
1574,795289,415750696,04/02/2017 08:22:52,1000,0,debit,415750696,16/02/2017 10:05:13, 12 
1575,1295239,415750696,04/02/2017 08:26:54,500000,0,credit,415750696,16/02/2017 10:05:13, 12 
1576,495239,415750696,04/02/2017 08:54:52,800000,0,debit,415750696,16/02/2017 10:05:13, 12 
1577,238739,415750696,04/02/2017 15:12:09,6500,0,debit,415750696,16/02/2017 10:05:13, 11 
1578,238739,415750696,04/02/2017 15:12:25,250000,0,debit,415750696,16/02/2017 10:05:13, 11 
1579,218739,415750696,05/02/2017 14:06:52,20000,0,debit,415750696,16/02/2017 10:05:13, 10 
1580,12239,415750696,06/02/2017 10:43:00,200000,0,debit,415750696,16/02/2017 10:05:13, 9 
1581,12239,415750696,06/02/2017 10:43:12,6500,0,debit,415750696,16/02/2017 10:05:13, 9 
1582,162239,415750696,06/02/2017 19:20:14,150000,0,credit,415750696,16/02/2017 10:05:13, 9 
1583,62239,415750696,06/02/2017 19:43:15,50000,0,debit,415750696,16/02/2017 10:05:13, 9 
1584,61239,415750696,06/02/2017 19:44:53,1000,0,debit,415750696,16/02/2017 10:05:13, 9 
1585,60189,415750696,06/02/2017 19:52:48,1000,0,debit,415750696,16/02/2017 10:05:13, 9 
1586,90139,415750696,07/02/2017 07:54:33,20000,0,debit,415750696,16/02/2017 10:05:13, 9 
1587,13590139,415750696,07/02/2017 10:44:14,13500000,0,credit,415750696,16/02/2017 10:05:13, 8 
1588,12588139,415750696,07/02/2017 11:03:51,2000,0,debit,415750696,16/02/2017 10:05:13, 8 
1589,12590139,415750696,07/02/2017 11:03:57,1000000,0,debit,415750696,16/02/2017 10:05:13, 8 
1590,6086039,415750696,07/02/2017 11:11:59,2000,0,debit,415750696,16/02/2017 10:05:13, 8 
1591,6088039,415750696,07/02/2017 11:12:07,6500000,0,debit,415750696,16/02/2017 10:05:13, 8 
1592,16035939,415750696,07/02/2017 11:16:39,10000000,0,credit,415750696,16/02/2017 10:05:13, 8 
1593,16035939,415750696,07/02/2017 11:17:50,50000,0,debit,415750696,16/02/2017 10:05:13, 8 
1594,10025939,415750696,07/02/2017 11:33:48,10000,0,debit,415750696,16/02/2017 10:05:13, 8 
1595,10035939,415750696,07/02/2017 11:34:07,6000000,0,debit,415750696,16/02/2017 10:05:13, 8 
1596,10025939,415750696,07/02/2017 11:39:25,500,0,debit,415750696,16/02/2017 10:05:13, 8 
1597,9025439,415750696,07/02/2017 15:50:44,1000000,0,debit,415750696,16/02/2017 10:05:13, 8 
1598,9025439,415750696,07/02/2017 15:50:51,500,0,debit,415750696,16/02/2017 10:05:13, 8 
1599,9025439,415750696,07/02/2017 15:50:51,10000,0,debit,415750696,16/02/2017 10:05:13, 8 
1600,1009523,415750696,07/02/2017 15:52:00,1000000,0,credit,415750696,16/02/2017 10:05:13, 8 
1601,8814939,415750696,07/02/2017 17:08:26,200000,0,debit,415750696,16/02/2017 10:05:13, 8 
1602,8812939,415750696,07/02/2017 17:08:39,2000,0,debit,415750696,16/02/2017 10:05:13, 8 
1603,11823339,415750696,07/02/2017 18:56:24,3000000,0,debit,415750696,16/02/2017 10:05:13, 8 
1604,11813339,415750696,07/02/2017 18:56:33,10000,0,debit,415750696,16/02/2017 10:05:13, 8 
1605,11813339,415750696,07/02/2017 18:56:46,500,0,debit,415750696,16/02/2017 10:05:13, 8 
1606,11712839,415750696,08/02/2017 03:26:25,100000,0,debit,415750696,16/02/2017 10:05:13, 8 
1607,11206339,415750696,08/02/2017 05:33:08,6500,0,debit,415750696,16/02/2017 10:05:13, 8 
1608,11206339,415750696,08/02/2017 05:33:23,500000,0,debit,415750696,16/02/2017 10:05:13, 8 
1609,9199839,415750696,08/02/2017 06:05:13,6500,0,debit,415750696,16/02/2017 10:05:13, 8 
1610,9199839,415750696,08/02/2017 06:05:25,2000000,0,debit,415750696,16/02/2017 10:05:13, 8 
1611,7193339,415750696,08/02/2017 06:05:34,6500,0,debit,415750696,16/02/2017 10:05:13, 8 
1612,7193339,415750696,08/02/2017 06:05:45,2000000,0,debit,415750696,16/02/2017 10:05:13, 8 
1613,5186839,415750696,08/02/2017 06:06:00,6500,0,debit,415750696,16/02/2017 10:05:13, 8 
1614,5186839,415750696,08/02/2017 06:06:09,2000000,0,debit,415750696,16/02/2017 10:05:13, 8 
1615,16736839,415750696,08/02/2017 09:30:45,11550000,0,credit,415750696,16/02/2017 10:05:13, 8 
1616,14236839,415750696,08/02/2017 09:32:15,2500000,0,debit,415750696,16/02/2017 10:05:13, 8 
1617,11236839,415750696,08/02/2017 10:22:22,3000000,0,debit,415750696,16/02/2017 10:05:13, 7 
1618,11236839,415750696,08/02/2017 10:22:29,10000,0,debit,415750696,16/02/2017 10:05:13, 7 
1619,11226339,415750696,08/02/2017 10:22:34,500,0,debit,415750696,16/02/2017 10:05:13, 7 
1620,8576339,415750696,08/02/2017 12:04:11,500,0,debit,415750696,16/02/2017 10:05:13, 7 
1621,8576339,415750696,08/02/2017 12:05:22,10000,0,debit,415750696,16/02/2017 10:05:13, 7 
1622,8586339,415750696,08/02/2017 12:06:22,2640000,0,debit,415750696,16/02/2017 10:05:13, 7 
1623,5565839,415750696,08/02/2017 13:56:29,10000,0,debit,415750696,16/02/2017 10:05:13, 7 
